Reporter Name,Partner Name,Year,Trade Flow,No Of exported HS6 digit Products,No Of imported HS6 digit Products,Export Share in Total Products (%),Import Share in Total Products (%),Trade Balance (US$ Thousand),Export (US$ Thousand),Import (US$ Thousand),Import Partner Share (%),Export Partner Share (%),AHS Simple Average (%),AHS Weighted Average (%),AHS Total Tariff Lines,AHS Dutiable Tariff Lines Share (%),AHS Duty Free Tariff Lines Share (%),AHS Specific Tariff Lines Share (%),AHS AVE Tariff Lines Share (%),AHS MaxRate (%),AHS MinRate (%),AHS SpecificDuty Imports(US$ Thousand),AHS Dutiable Imports (US$ Thousand),AHS Duty Free Imports (US$ Thousand),MFN Simple Average (%),MFN Weighted Average (%),MFN Total Tariff Lines,MFN Dutiable Tariff Lines Share (%),MFN Duty Free Tariff Lines Share (%),MFN Specific Tariff Lines Share (%),MFN AVE Tariff Lines Share (%),MFN MaxRate (%),MFN MinRate (%),MFN SpecificDuty Imports (US$ Thousand),MFN Dutiable Imports (US$ Thousand),MFN Duty Free Imports (US$ Thousand),No Of Tariff Agreement
Belgium,New Zealand,2018,Exports & Imports,1605,521,35.68,11.53,-133611.74,316790.34,450402.07,0.1,0.07,,,,,,,,,,,,,,,,,,,,,,,,,
Belgium,"Other Asia, nes",2018,Exports & Imports,1884,1661,41.89,36.76,-625651.16,961612.05,1587263.22,0.35,0.21,,,,,,,,,,,,,,,,,,,,,,,,,
Belgium,Oman,2018,Exports & Imports,955,113,21.23,2.5,187480.79,204580.93,17100.14,0,0.04,,,,,,,,,,,,,,,,,,,,,,,,,
Belgium,Pakistan,2018,Exports & Imports,1208,752,26.86,16.64,-7005.52,516763.3,523768.81,0.12,0.11,,,,,,,,,,,,,,,,,,,,,,,,,
Belgium,Panama,2018,Exports & Imports,731,173,16.25,3.83,187184.19,207212.83,20028.64,0,0.04,,,,,,,,,,,,,,,,,,,,,,,,,
Belgium,Pitcairn,2018,Exports & Imports,,2,,0.04,,,0.84,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Belgium,Peru,2018,Exports & Imports,1151,506,25.59,11.2,-357949.8,246419.93,604369.73,0.13,0.05,,,,,,,,,,,,,,,,,,,,,,,,,
Belgium,Philippines,2018,Exports & Imports,1042,534,23.17,11.82,326399.84,513731.27,187331.43,0.04,0.11,,,,,,,,,,,,,,,,,,,,,,,,,
Belgium,Papua New Guinea,2018,Exports & Imports,123,21,2.73,0.46,-31948.32,11249.22,43197.55,0.01,0,,,,,,,,,,,,,,,,,,,,,,,,,
Belgium,Poland,2018,Exports & Imports,3468,2638,77.1,58.38,4301849.79,9967215.71,5665365.92,1.25,2.13,,,,,,,,,,,,,,,,,,,,,,,,,
Belgium,"Korea, Dem. Rep.",2018,Exports & Imports,12,2,0.27,0.04,332.43,332.79,0.36,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
Belgium,Portugal,2018,Exports & Imports,3155,1729,70.14,38.26,1196426.52,2677849.95,1481423.43,0.33,0.57,,,,,,,,,,,,,,,,,,,,,,,,,
Belgium,Paraguay,2018,Exports & Imports,449,38,9.98,0.84,40316.7,50903.42,10586.72,0,0.01,,,,,,,,,,,,,,,,,,,,,,,,,
Belgium,Occ.Pal.Terr,2018,Exports & Imports,106,28,2.36,0.62,4341.54,6675.94,2334.4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
Belgium,French Polynesia,2018,Exports & Imports,599,17,13.32,0.38,24126.12,25125.61,999.49,0,0.01,,,,,,,,,,,,,,,,,,,,,,,,,
Belgium,Qatar,2018,Exports & Imports,1361,282,30.26,6.24,-571231.22,397428.13,968659.35,0.21,0.08,,,,,,,,,,,,,,,,,,,,,,,,,
Belgium,Romania,2018,Exports & Imports,2913,1366,64.76,30.23,930783.56,2349563.79,1418780.23,0.31,0.5,,,,,,,,,,,,,,,,,,,,,,,,,
Belgium,Russian Federation,2018,Exports & Imports,2510,1031,55.8,22.81,-7602494.56,4269745.95,11872240.51,2.61,0.91,,,,,,,,,,,,,,,,,,,,,,,,,
Belgium,Rwanda,2018,Exports & Imports,859,114,19.1,2.52,55503.26,60052.28,4549.02,0,0.01,,,,,,,,,,,,,,,,,,,,,,,,,
Belgium,South Asia,2018,Exports & Imports,2667,2552,59.29,56.47,2533967.41,10299409.87,7765442.46,1.71,2.2,,,,,,,,,,,,,,,,,,,,,,,,,
